Symptom1,Symptom2,Count
Alopecia and diffuse erythema at the affected area,Marginal Desquamation,1
Alopecia and diffuse erythema at the affected area,Mucosal Ulceration,3
Alopecia and diffuse erythema at the affected area,Nasal Bleeding,1
Alopecia and diffuse erythema at the affected area,Nasal discharge,2
Alopecia and diffuse erythema at the affected area,Oral Bloody Secretions,2
Alopecia and diffuse erythema at the affected area,Oral Malodor,2
Alopecia and diffuse erythema at the affected area,Oral Ulcer on the Tongue Surface,1
Alopecia and diffuse erythema at the affected area,Painful swallowing,2
Alopecia and diffuse erythema at the affected area,Postauricular Hair Removal,1
Alopecia and diffuse erythema at the affected area,Pupillary constriction,1
Alopecia and diffuse erythema at the affected area,Pupillary dilation,1
Alopecia and diffuse erythema at the affected area,Purulent Nasal Discharge (Nasal Discharge),2
Alopecia and diffuse erythema at the affected area,Purulent ear discharge,2
Alopecia and diffuse erythema at the affected area,Purulent intracanalicular discharge,4
Alopecia and diffuse erythema at the affected area,Purulent nasal discharge,2
Alopecia and diffuse erythema at the affected area,Pustule,2
Alopecia and diffuse erythema at the affected area,Red papules on the skin,4
Alopecia and diffuse erythema at the affected area,Reflux,1
Alopecia and diffuse erythema at the affected area,Salivation,2
Alopecia and diffuse erythema at the affected area,Scratching one's ears,1
Alopecia and diffuse erythema at the affected area,Scrotal erythema,1
Alopecia and diffuse erythema at the affected area,Serous Nasal Discharge,3
Alopecia and diffuse erythema at the affected area,Swelling and redness,1
Alopecia and diffuse erythema at the affected area,There is a fistula.,1
Alopecia and diffuse erythema at the affected area,Tick Head Remnants,1
Alopecia and diffuse erythema at the affected area,Visible Ticks,1
Alopecia and diffuse erythema at the affected area,Cutaneous Calcification,1
Alopecia and diffuse erythema at the affected area,Dry gangrene of the skin,1
Alopecia and diffuse erythema at the affected area,Bruising of the skin,1
Alopecia and diffuse erythema at the affected area,Brown ear discharge,3
Alopecia and diffuse erythema at the affected area,Mucopurulent ocular discharge,2
Alopecia and diffuse erythema at the affected area,Mucosal cyanosis,1
Alopecia and diffuse erythema at the affected area,Circular Hair Removal,1
Alopecia and diffuse erythema at the affected area,Stomatitis,2
Alopecia and diffuse erythema at the affected area,Hemorrhagic spot,1
Alopecia and diffuse erythema at the affected area,The color of the hair on the dorsal side of the tail has darkened to a deep brown.,1
Alopecia and diffuse erythema at the affected area,Change in Urination Position,1
Alopecia and diffuse erythema at the affected area,Chest breathing,1
Alopecia and diffuse erythema at the affected area,Difficulty in swallowing,1
Alopecia and diffuse erythema at the affected area,Dry and Coarse Hair,1
Alopecia and diffuse erythema at the affected area,Ear Back Hair Removal,1
Alopecia and diffuse erythema at the affected area,Earwax,1
Alopecia and diffuse erythema at the affected area,Epistaxis,1
Alopecia and diffuse erythema at the affected area,Gingival Bleeding,1
Alopecia and diffuse erythema at the affected area,Gingival swelling,1
Alopecia and diffuse erythema at the affected area,Headbanging,1
Alopecia and diffuse erythema at the affected area,Howling,1
Alopecia and diffuse erythema at the affected area,Mucosal Hemorrhage,1
Alopecia and diffuse erythema at the affected area,Nasal discharge resembling frothy fluid,1
Alopecia and diffuse erythema at the affected area,Oily ear discharge,1
Alopecia and diffuse erythema at the affected area,Oliguria,1
Alopecia and diffuse erythema at the affected area,Oral Ulcer on the Dorsum of the Tongue,1
Alopecia and diffuse erythema at the affected area,Respiratory Deficiency,1
Alopecia and diffuse erythema at the affected area,Scratching the ears,1
Alopecia and diffuse erythema at the affected area,Sinusitis,1
Alopecia and diffuse erythema at the affected area,Stenosis of the nasal aperture,1
Alopecia and diffuse erythema at the affected area,Tilt the head to one side,1
Alopecia and diffuse erythema at the affected area,Unpleasant Odor in the Ear,1
Alopecia and diffuse erythema at the affected area,Vomit can emit phosphorescence in the dark.,1
Circular alopecia with broken hairs,Cyanosis (Skin turning purple/blue),1
Circular alopecia with broken hairs,"Elevated, round to oval skin lesions",1
Circular alopecia with broken hairs,Erythema,2
Circular alopecia with broken hairs,Nodule,1
Circular alopecia with broken hairs,Non-Pruritic Alopecia,1
Circular alopecia with broken hairs,Patchy,1
Circular alopecia with broken hairs,Scales,2
Circular alopecia with broken hairs,Small Nodule,1
Circular alopecia with broken hairs,Sparse hair,1
Circular alopecia with broken hairs,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,1
Circular alopecia with broken hairs,The tail fur has become very greasy.,1
Circular alopecia with broken hairs,There are black spots the size of sesame seeds on the skin.,2
Circular alopecia with broken hairs,Thickening of the skin,1
Circular alopecia with broken hairs,Crusting,1
Circular alopecia with broken hairs,Cyanosis,1
Circular alopecia with broken hairs,Dander,1
Circular alopecia with broken hairs,Dermatitis,1
Circular alopecia with broken hairs,Dry ear secretions,1
Circular alopecia with broken hairs,Exudate,1
Circular alopecia with broken hairs,Facial ulceration,1
Circular alopecia with broken hairs,Hair Removal and Diffuse Erythema,1
Circular alopecia with broken hairs,Itching,1
Circular alopecia with broken hairs,Mild skin fissures,1
Circular alopecia with broken hairs,Miliary Dermatitis,1
Circular alopecia with broken hairs,Oily ear discharge,1
Circular alopecia with broken hairs,Papule,1
Circular alopecia with broken hairs,Purulent ear discharge,1
Circular alopecia with broken hairs,Purulent intracanalicular discharge,1
Circular alopecia with broken hairs,Pustule,1
Circular alopecia with broken hairs,Rash,1
Circular alopecia with broken hairs,Red papules on the skin,1
Circular alopecia with broken hairs,Skin Bruising,1
Circular alopecia with broken hairs,Skin Injury,1
Circular alopecia with broken hairs,Skin Wound,1
Circular alopecia with broken hairs,Skin redness,1
Circular alopecia with broken hairs,Skin redness and swelling,1
Circular alopecia with broken hairs,Squamous Patch,1
Circular alopecia with broken hairs,Ulcerative Infection,1
Cyanosis (Skin turning purple/blue),"Elevated, round to oval skin lesions",24
Cyanosis (Skin turning purple/blue),Erythema,14
Cyanosis (Skin turning purple/blue),Nodule,17
Cyanosis (Skin turning purple/blue),Non-Pruritic Alopecia,4
Cyanosis (Skin turning purple/blue),Patchy,3
Cyanosis (Skin turning purple/blue),Scales,34
Cyanosis (Skin turning purple/blue),Small Nodule,1
Cyanosis (Skin turning purple/blue),Sparse hair,9
Cyanosis (Skin turning purple/blue),The color of the fur on the dorsal side of the tail has darkened to a deep brown.,10
Cyanosis (Skin turning purple/blue),The tail fur has become very greasy.,11
Cyanosis (Skin turning purple/blue),There are black spots the size of sesame seeds on the skin.,26
Cyanosis (Skin turning purple/blue),Thickening of the skin,12
Cyanosis (Skin turning purple/blue),Dermatitis,32
Cyanosis (Skin turning purple/blue),Hair Removal,7
Cyanosis (Skin turning purple/blue),Hair Removal and Diffuse Erythema,28
Cyanosis (Skin turning purple/blue),Hyperpigmentation,9
Cyanosis (Skin turning purple/blue),Patchy areas,3
Cyanosis (Skin turning purple/blue),Plaque,23
Cyanosis (Skin turning purple/blue),Squamous Patch,7
Cyanosis (Skin turning purple/blue),Hair Follicle Casts,27
Cyanosis (Skin turning purple/blue),Itching,7
Cyanosis (Skin turning purple/blue),Mild skin fissures,34
Cyanosis (Skin turning purple/blue),Rash,32
Cyanosis (Skin turning purple/blue),Red papules on the skin,7
Cyanosis (Skin turning purple/blue),Skin Inflammation,26
Cyanosis (Skin turning purple/blue),Skin Injury,21
Cyanosis (Skin turning purple/blue),Skin itching,1
Cyanosis (Skin turning purple/blue),Thickening and roughening of the skin,16
Cyanosis (Skin turning purple/blue),Ectropion,7
Cyanosis (Skin turning purple/blue),Entropion,7
Cyanosis (Skin turning purple/blue),Eye pain,5
Cyanosis (Skin turning purple/blue),Facial swelling,2
Cyanosis (Skin turning purple/blue),Hemorrhage,15
Cyanosis (Skin turning purple/blue),Hemorrhage or protrusion of a new growth from the oral cavity,5
Cyanosis (Skin turning purple/blue),Hyperventilation,4
Cyanosis (Skin turning purple/blue),Increased ocular discharge,10
Cyanosis (Skin turning purple/blue),Inspiratory dyspnea,2
Cyanosis (Skin turning purple/blue),Mucinous stool,3
Cyanosis (Skin turning purple/blue),Mucosal Ulcer,7
Cyanosis (Skin turning purple/blue),Mucus is attached to the feces.,1
Cyanosis (Skin turning purple/blue),Ocular Abnormalities,5
Cyanosis (Skin turning purple/blue),Oral Bleeding,7
Cyanosis (Skin turning purple/blue),Oral Pain,4
Cyanosis (Skin turning purple/blue),Oral Ulcer,6
Cyanosis (Skin turning purple/blue),Petechiae,14
Cyanosis (Skin turning purple/blue),Rectal Prolapse,3
Cyanosis (Skin turning purple/blue),Redness and swelling,7
Cyanosis (Skin turning purple/blue),Shallow and rapid breathing,2
Cyanosis (Skin turning purple/blue),Shortness of breath,4
Cyanosis (Skin turning purple/blue),Skin Swelling,20
Cyanosis (Skin turning purple/blue),Skin redness,25
Cyanosis (Skin turning purple/blue),Skin redness and swelling,15
Cyanosis (Skin turning purple/blue),Ulcer,16
Cyanosis (Skin turning purple/blue),Vomiting,2
Cyanosis (Skin turning purple/blue),Watery stool,3
Cyanosis (Skin turning purple/blue),Wound erosion,14
Cyanosis (Skin turning purple/blue),Cyst,9
Cyanosis (Skin turning purple/blue),Folliculitis,12
Cyanosis (Skin turning purple/blue),Skin Itching,4
Cyanosis (Skin turning purple/blue),Skin Ulcer Scar,24
Cyanosis (Skin turning purple/blue),The color of the fur on the dorsal side of the tail has darkened to a deep coffee brown.,4
Cyanosis (Skin turning purple/blue),Ulcerative Infection,7
Cyanosis (Skin turning purple/blue),Ear Swelling,2
Cyanosis (Skin turning purple/blue),Skin injury,15
Cyanosis (Skin turning purple/blue),Hyperpigmentation of the skin,10
Cyanosis (Skin turning purple/blue),Itchy skin,8
Cyanosis (Skin turning purple/blue),Joint Swelling,3
Cyanosis (Skin turning purple/blue),Pain,11
Cyanosis (Skin turning purple/blue),Progressive Arthritis,3
Cyanosis (Skin turning purple/blue),Small Mass,1
Cyanosis (Skin turning purple/blue),Swelling,12
Cyanosis (Skin turning purple/blue),Thickening and Coarsening of the Skin,3
Cyanosis (Skin turning purple/blue),Scrotal erythema,4
Cyanosis (Skin turning purple/blue),Undescended Testicle,1
Cyanosis (Skin turning purple/blue),Exophthalmos,3
Cyanosis (Skin turning purple/blue),Paralysis of the hind limbs,2
Cyanosis (Skin turning purple/blue),Skin Wound,4
Cyanosis (Skin turning purple/blue),Mucosal Ulceration,6
Cyanosis (Skin turning purple/blue),Skin Red Papules,1
Cyanosis (Skin turning purple/blue),Ulceration,7
Cyanosis (Skin turning purple/blue),Follicular Impetigo,9
Cyanosis (Skin turning purple/blue),Purulent Nasal Discharge (Nasal Discharge),5
Cyanosis (Skin turning purple/blue),Purulent ear discharge,5
Cyanosis (Skin turning purple/blue),Skin thickening,3
Cyanosis (Skin turning purple/blue),Salivation,5
Cyanosis (Skin turning purple/blue),Cyanosis of the conjunctiva and tongue,3
Cyanosis (Skin turning purple/blue),Developmental Delay,2
Cyanosis (Skin turning purple/blue),Difficulty in maintaining standing balance,2
Cyanosis (Skin turning purple/blue),Dull breathing,2
Cyanosis (Skin turning purple/blue),Dyspnea,4
Cyanosis (Skin turning purple/blue),Dysuria,3
Cyanosis (Skin turning purple/blue),Edema,1
Cyanosis (Skin turning purple/blue),Epidermal Necrosis,3
Cyanosis (Skin turning purple/blue),Excretion of tar-like feces,1
Cyanosis (Skin turning purple/blue),Exercise Intolerance,1
Cyanosis (Skin turning purple/blue),Exudes yellowish-white viscous pus,2
Cyanosis (Skin turning purple/blue),Facial Hemorrhagic Secretions,3
Cyanosis (Skin turning purple/blue),Facial ulceration,3
Cyanosis (Skin turning purple/blue),Fecal incontinence,1
Cyanosis (Skin turning purple/blue),Feces contain blood and mucus.,1
Cyanosis (Skin turning purple/blue),Foot Pad Injury,2
Cyanosis (Skin turning purple/blue),Footpad ulceration,2
Cyanosis (Skin turning purple/blue),"For the majority of the time, maintain a seated or prone posture.",1
Cyanosis (Skin turning purple/blue),Foul-smelling feces,2
Cyanosis (Skin turning purple/blue),Frequent bowel movements,2
Cyanosis (Skin turning purple/blue),Frequent urination,3
Cyanosis (Skin turning purple/blue),Gastritis,1
Cyanosis (Skin turning purple/blue),Generalized or localized skeletal muscle weakness,2
Cyanosis (Skin turning purple/blue),Hair is dry and coarse.,1
Cyanosis (Skin turning purple/blue),Hair is prone to breakage.,2
Cyanosis (Skin turning purple/blue),Head and Neck Extension,1
Cyanosis (Skin turning purple/blue),Head tilts to one side,1
Cyanosis (Skin turning purple/blue),Hematuria,2
Cyanosis (Skin turning purple/blue),Hemorrhagic Diarrhea,2
Cyanosis (Skin turning purple/blue),Hesitation or occasional reluctance to ascend or descend stairs,1
Cyanosis (Skin turning purple/blue),Howl,1
Cyanosis (Skin turning purple/blue),Incapacitated,2
Cyanosis (Skin turning purple/blue),Increased heart rate,1
Cyanosis (Skin turning purple/blue),Increased physical activity leading to hyperexcitability,2
Cyanosis (Skin turning purple/blue),Increased urge to defecate without stool production,1
Cyanosis (Skin turning purple/blue),Increased water intake,2
Cyanosis (Skin turning purple/blue),Intermittent Diarrhea,3
Cyanosis (Skin turning purple/blue),Joint Inflammation,1
Cyanosis (Skin turning purple/blue),Joint and Muscle Pain,1
Cyanosis (Skin turning purple/blue),Joint stiffness,1
Cyanosis (Skin turning purple/blue),Light-colored bloody stool,1
Cyanosis (Skin turning purple/blue),Limb Edema,1
Cyanosis (Skin turning purple/blue),Lymph Node Swelling with Suppurative Ulceration,3
Cyanosis (Skin turning purple/blue),Lymphadenopathy,3
